curve,tag,updates_million,value
PIRL lineage to mixedHJB 15M,Loss/BDR,4.9500000,0.454400635
PIRL lineage to mixedHJB 15M,Loss/BDR,4.9700000,0.450881517
PIRL lineage to mixedHJB 15M,Loss/BDR,4.9900000,0.489981806
PIRL lineage to mixedHJB 15M,Loss/BDR,5.0100000,0.432372922
PIRL lineage to mixedHJB 15M,Loss/BDR,5.0300000,0.413440037
PIRL lineage to mixedHJB 15M,Loss/BDR,5.0500000,0.42538408
PIRL lineage to mixedHJB 15M,Loss/BDR,5.0700000,0.409172535
PIRL lineage to mixedHJB 15M,Loss/BDR,5.0900000,0.423627043
PIRL lineage to mixedHJB 15M,Loss/BDR,5.1100000,0.411224389
PIRL lineage to mixedHJB 15M,Loss/BDR,5.1300000,0.428495002
PIRL lineage to mixedHJB 15M,Loss/BDR,5.1500000,0.375792915
PIRL lineage to mixedHJB 15M,Loss/BDR,5.1700000,0.361113089
PIRL lineage to mixedHJB 15M,Loss/BDR,5.1900000,0.363378811
PIRL lineage to mixedHJB 15M,Loss/BDR,5.2100000,0.364238834
PIRL lineage to mixedHJB 15M,Loss/BDR,5.2300000,0.366233444
PIRL lineage to mixedHJB 15M,Loss/BDR,5.2500000,0.373582292
PIRL lineage to mixedHJB 15M,Loss/BDR,5.2700000,0.374915022
PIRL lineage to mixedHJB 15M,Loss/BDR,5.2900000,0.338336617
PIRL lineage to mixedHJB 15M,Loss/BDR,5.3100000,0.348754525
PIRL lineage to mixedHJB 15M,Loss/BDR,5.3300000,0.328713727
PIRL lineage to mixedHJB 15M,Loss/BDR,5.3500000,0.333022892
PIRL lineage to mixedHJB 15M,Loss/BDR,5.3700000,0.32398051
PIRL lineage to mixedHJB 15M,Loss/BDR,5.3900000,0.349458504
PIRL lineage to mixedHJB 15M,Loss/BDR,5.4100000,0.340859753
PIRL lineage to mixedHJB 15M,Loss/BDR,5.4300000,0.314075243
PIRL lineage to mixedHJB 15M,Loss/BDR,5.4500000,0.316131675
PIRL lineage to mixedHJB 15M,Loss/BDR,5.4700000,0.297577631
PIRL lineage to mixedHJB 15M,Loss/BDR,5.4900000,0.291916525
PIRL lineage to mixedHJB 15M,Loss/BDR,5.5100000,0.284026843
PIRL lineage to mixedHJB 15M,Loss/BDR,5.5300000,0.284396437
PIRL lineage to mixedHJB 15M,Loss/BDR,5.5500000,0.261777252
PIRL lineage to mixedHJB 15M,Loss/BDR,5.5700000,0.255112162
PIRL lineage to mixedHJB 15M,Loss/BDR,5.5900000,0.214353073
PIRL lineage to mixedHJB 15M,Loss/BDR,5.6100000,0.194720173
PIRL lineage to mixedHJB 15M,Loss/BDR,5.6300000,0.175400513
PIRL lineage to mixedHJB 15M,Loss/BDR,5.6500000,0.187840584
PIRL lineage to mixedHJB 15M,Loss/BDR,5.6700000,0.194122148
PIRL lineage to mixedHJB 15M,Loss/BDR,5.6900000,0.224095002
PIRL lineage to mixedHJB 15M,Loss/BDR,5.7100000,0.219477886
PIRL lineage to mixedHJB 15M,Loss/BDR,5.7300000,0.233344698
PIRL lineage to mixedHJB 15M,Loss/BDR,5.7500000,0.233065706
PIRL lineage to mixedHJB 15M,Loss/BDR,5.7700000,0.235602856
PIRL lineage to mixedHJB 15M,Loss/BDR,5.7900000,0.214613417
PIRL lineage to mixedHJB 15M,Loss/BDR,5.8100000,0.214467272
PIRL lineage to mixedHJB 15M,Loss/BDR,5.8300000,0.202782327
PIRL lineage to mixedHJB 15M,Loss/BDR,5.8500000,0.189320937
PIRL lineage to mixedHJB 15M,Loss/BDR,5.8700000,0.209729376
PIRL lineage to mixedHJB 15M,Loss/BDR,5.8900000,0.212403357
PIRL lineage to mixedHJB 15M,Loss/BDR,5.9100000,0.208486202
PIRL lineage to mixedHJB 15M,Loss/BDR,5.9300000,0.206054941
PIRL lineage to mixedHJB 15M,Loss/BDR,5.9500000,0.204903805
PIRL lineage to mixedHJB 15M,Loss/BDR,5.9700000,0.172238526
PIRL lineage to mixedHJB 15M,Loss/BDR,5.9900000,0.168180162
PIRL lineage to mixedHJB 15M,Loss/BDR,6.0100000,0.168080378
PIRL lineage to mixedHJB 15M,Loss/BDR,6.0300000,0.168811879
PIRL lineage to mixedHJB 15M,Loss/BDR,6.0500000,0.163679853
PIRL lineage to mixedHJB 15M,Loss/BDR,6.0700000,0.171356395
PIRL lineage to mixedHJB 15M,Loss/BDR,6.0900000,0.156388219
PIRL lineage to mixedHJB 15M,Loss/BDR,6.1100000,0.156459175
PIRL lineage to mixedHJB 15M,Loss/BDR,6.1300000,0.155425124
PIRL lineage to mixedHJB 15M,Loss/BDR,6.1500000,0.138813737
PIRL lineage to mixedHJB 15M,Loss/BDR,6.1700000,0.134617549
PIRL lineage to mixedHJB 15M,Loss/BDR,6.1900000,0.158937769
PIRL lineage to mixedHJB 15M,Loss/BDR,6.2100000,0.163297407
PIRL lineage to mixedHJB 15M,Loss/BDR,6.2300000,0.180121191
PIRL lineage to mixedHJB 15M,Loss/BDR,6.2500000,0.173734599
PIRL lineage to mixedHJB 15M,Loss/BDR,6.2700000,0.185858667
PIRL lineage to mixedHJB 15M,Loss/BDR,6.2900000,0.167097393
PIRL lineage to mixedHJB 15M,Loss/BDR,6.3100000,0.160043612
PIRL lineage to mixedHJB 15M,Loss/BDR,6.3300000,0.137901282
PIRL lineage to mixedHJB 15M,Loss/BDR,6.3500000,0.143629727
PIRL lineage to mixedHJB 15M,Loss/BDR,6.3700000,0.120493414
PIRL lineage to mixedHJB 15M,Loss/BDR,6.3900000,0.113377793
PIRL lineage to mixedHJB 15M,Loss/BDR,6.4100000,0.105843073
PIRL lineage to mixedHJB 15M,Loss/BDR,6.4300000,0.100687009
PIRL lineage to mixedHJB 15M,Loss/BDR,6.4500000,0.0989176437
PIRL lineage to mixedHJB 15M,Loss/BDR,6.4700000,0.111768252
PIRL lineage to mixedHJB 15M,Loss/BDR,6.4900000,0.117247164
PIRL lineage to mixedHJB 15M,Loss/BDR,6.5100000,0.12240207
PIRL lineage to mixedHJB 15M,Loss/BDR,6.5300000,0.131554045
PIRL lineage to mixedHJB 15M,Loss/BDR,6.5500000,0.134759249
PIRL lineage to mixedHJB 15M,Loss/BDR,6.5700000,0.126110451
PIRL lineage to mixedHJB 15M,Loss/BDR,6.5900000,0.129575451
PIRL lineage to mixedHJB 15M,Loss/BDR,6.6100000,0.131005676
PIRL lineage to mixedHJB 15M,Loss/BDR,6.6300000,0.128984578
PIRL lineage to mixedHJB 15M,Loss/BDR,6.6500000,0.134744507
PIRL lineage to mixedHJB 15M,Loss/BDR,6.6700000,0.132899033
PIRL lineage to mixedHJB 15M,Loss/BDR,6.6900000,0.121720423
PIRL lineage to mixedHJB 15M,Loss/BDR,6.7100000,0.0982382406
PIRL lineage to mixedHJB 15M,Loss/BDR,6.7300000,0.101331704
PIRL lineage to mixedHJB 15M,Loss/BDR,6.7500000,0.0979811776
PIRL lineage to mixedHJB 15M,Loss/BDR,6.7700000,0.106101612
PIRL lineage to mixedHJB 15M,Loss/BDR,6.7900000,0.100635311
PIRL lineage to mixedHJB 15M,Loss/BDR,6.8100000,0.122238478
PIRL lineage to mixedHJB 15M,Loss/BDR,6.8300000,0.113356712
PIRL lineage to mixedHJB 15M,Loss/BDR,6.8500000,0.109535922
PIRL lineage to mixedHJB 15M,Loss/BDR,6.8700000,0.109918587
PIRL lineage to mixedHJB 15M,Loss/BDR,6.8900000,0.128547482
PIRL lineage to mixedHJB 15M,Loss/BDR,6.9100000,0.114195082
PIRL lineage to mixedHJB 15M,Loss/BDR,6.9300000,0.122033534
PIRL lineage to mixedHJB 15M,Loss/BDR,6.9500000,0.128687137
PIRL lineage to mixedHJB 15M,Loss/BDR,6.9700000,0.128791582
PIRL lineage to mixedHJB 15M,Loss/BDR,6.9900000,0.124927955
PIRL lineage to mixedHJB 15M,Loss/BDR,7.0100000,0.134798822
PIRL lineage to mixedHJB 15M,Loss/BDR,7.0300000,0.133132234
PIRL lineage to mixedHJB 15M,Loss/BDR,7.0500000,0.139332396
PIRL lineage to mixedHJB 15M,Loss/BDR,7.0700000,0.128645954
PIRL lineage to mixedHJB 15M,Loss/BDR,7.0900000,0.128736013
PIRL lineage to mixedHJB 15M,Loss/BDR,7.1100000,0.125060299
PIRL lineage to mixedHJB 15M,Loss/BDR,7.1300000,0.119221963
PIRL lineage to mixedHJB 15M,Loss/BDR,7.1500000,0.103192566
PIRL lineage to mixedHJB 15M,Loss/BDR,7.1700000,0.100204594
PIRL lineage to mixedHJB 15M,Loss/BDR,7.1900000,0.107695164
PIRL lineage to mixedHJB 15M,Loss/BDR,7.2100000,0.114116247
PIRL lineage to mixedHJB 15M,Loss/BDR,7.2300000,0.108189799
PIRL lineage to mixedHJB 15M,Loss/BDR,7.2500000,0.112459643
PIRL lineage to mixedHJB 15M,Loss/BDR,7.2700000,0.114403081
PIRL lineage to mixedHJB 15M,Loss/BDR,7.2900000,0.103270271
PIRL lineage to mixedHJB 15M,Loss/BDR,7.3100000,0.0971541211
PIRL lineage to mixedHJB 15M,Loss/BDR,7.3300000,0.0979271412
PIRL lineage to mixedHJB 15M,Loss/BDR,7.3500000,0.106798616
PIRL lineage to mixedHJB 15M,Loss/BDR,7.3700000,0.11318817
PIRL lineage to mixedHJB 15M,Loss/BDR,7.3900000,0.112430954
PIRL lineage to mixedHJB 15M,Loss/BDR,7.4100000,0.11069763
PIRL lineage to mixedHJB 15M,Loss/BDR,7.4300000,0.128321019
PIRL lineage to mixedHJB 15M,Loss/BDR,7.4500000,0.116492374
PIRL lineage to mixedHJB 15M,Loss/BDR,7.4700000,0.113081999
PIRL lineage to mixedHJB 15M,Loss/BDR,7.4900000,0.110799001
PIRL lineage to mixedHJB 15M,Loss/BDR,7.5100000,0.130188692
PIRL lineage to mixedHJB 15M,Loss/BDR,7.5300000,0.126541257
PIRL lineage to mixedHJB 15M,Loss/BDR,7.5500000,0.122153093
PIRL lineage to mixedHJB 15M,Loss/BDR,7.5700000,0.111444259
PIRL lineage to mixedHJB 15M,Loss/BDR,7.5900000,0.12299804
PIRL lineage to mixedHJB 15M,Loss/BDR,7.6100000,0.107624836
PIRL lineage to mixedHJB 15M,Loss/BDR,7.6300000,0.0976003833
PIRL lineage to mixedHJB 15M,Loss/BDR,7.6500000,0.0898960926
PIRL lineage to mixedHJB 15M,Loss/BDR,7.6700000,0.102636407
PIRL lineage to mixedHJB 15M,Loss/BDR,7.6900000,0.0908892572
PIRL lineage to mixedHJB 15M,Loss/BDR,7.7100000,0.0965218619
PIRL lineage to mixedHJB 15M,Loss/BDR,7.7300000,0.0903200954
PIRL lineage to mixedHJB 15M,Loss/BDR,7.7500000,0.105667625
PIRL lineage to mixedHJB 15M,Loss/BDR,7.7700000,0.098401545
PIRL lineage to mixedHJB 15M,Loss/BDR,7.7900000,0.105085377
PIRL lineage to mixedHJB 15M,Loss/BDR,7.8100000,0.0911447071
PIRL lineage to mixedHJB 15M,Loss/BDR,7.8300000,0.0998815931
PIRL lineage to mixedHJB 15M,Loss/BDR,7.8500000,0.0839335747
PIRL lineage to mixedHJB 15M,Loss/BDR,7.8700000,0.0818531267
PIRL lineage to mixedHJB 15M,Loss/BDR,7.8900000,0.0842636563
PIRL lineage to mixedHJB 15M,Loss/BDR,7.9100000,0.09615677
PIRL lineage to mixedHJB 15M,Loss/BDR,7.9300000,0.0995110929
PIRL lineage to mixedHJB 15M,Loss/BDR,7.9500000,0.110735984
PIRL lineage to mixedHJB 15M,Loss/BDR,7.9700000,0.117449205
PIRL lineage to mixedHJB 15M,Loss/BDR,7.9900000,0.0998078771
PIRL lineage to mixedHJB 15M,Loss/BDR,8.0100000,0.0982900925
PIRL lineage to mixedHJB 15M,Loss/BDR,8.0300000,0.090323513
PIRL lineage to mixedHJB 15M,Loss/BDR,8.0500000,0.0926482193
PIRL lineage to mixedHJB 15M,Loss/BDR,8.0700000,0.0867976435
PIRL lineage to mixedHJB 15M,Loss/BDR,8.0900000,0.0971053034
PIRL lineage to mixedHJB 15M,Loss/BDR,8.1100000,0.0886692584
PIRL lineage to mixedHJB 15M,Loss/BDR,8.1300000,0.102807476
PIRL lineage to mixedHJB 15M,Loss/BDR,8.1500000,0.0919580914
PIRL lineage to mixedHJB 15M,Loss/BDR,8.1700000,0.0848870181
PIRL lineage to mixedHJB 15M,Loss/BDR,8.1900000,0.0906982221
PIRL lineage to mixedHJB 15M,Loss/BDR,8.2100000,0.0867209733
PIRL lineage to mixedHJB 15M,Loss/BDR,8.2300000,0.0766392499
PIRL lineage to mixedHJB 15M,Loss/BDR,8.2500000,0.0884052686
PIRL lineage to mixedHJB 15M,Loss/BDR,8.2700000,0.090498545
PIRL lineage to mixedHJB 15M,Loss/BDR,8.2900000,0.0747446321
PIRL lineage to mixedHJB 15M,Loss/BDR,8.3100000,0.0816662818
PIRL lineage to mixedHJB 15M,Loss/BDR,8.3300000,0.0778099447
PIRL lineage to mixedHJB 15M,Loss/BDR,8.3500000,0.0712377563
PIRL lineage to mixedHJB 15M,Loss/BDR,8.3700000,0.076413247
PIRL lineage to mixedHJB 15M,Loss/BDR,8.3900000,0.0844914481
PIRL lineage to mixedHJB 15M,Loss/BDR,8.4100000,0.0927055314
PIRL lineage to mixedHJB 15M,Loss/BDR,8.4300000,0.0915219769
PIRL lineage to mixedHJB 15M,Loss/BDR,8.4500000,0.107586442
PIRL lineage to mixedHJB 15M,Loss/BDR,8.4700000,0.109094387
PIRL lineage to mixedHJB 15M,Loss/BDR,8.4900000,0.109271444
PIRL lineage to mixedHJB 15M,Loss/BDR,8.5100000,0.0973980844
PIRL lineage to mixedHJB 15M,Loss/BDR,8.5300000,0.101412061
PIRL lineage to mixedHJB 15M,Loss/BDR,8.5500000,0.106118405
PIRL lineage to mixedHJB 15M,Loss/BDR,8.5700000,0.118946429
PIRL lineage to mixedHJB 15M,Loss/BDR,8.5900000,0.111750434
PIRL lineage to mixedHJB 15M,Loss/BDR,8.6100000,0.115972878
PIRL lineage to mixedHJB 15M,Loss/BDR,8.6300000,0.112730962
PIRL lineage to mixedHJB 15M,Loss/BDR,8.6500000,0.0907516807
PIRL lineage to mixedHJB 15M,Loss/BDR,8.6700000,0.0759053737
PIRL lineage to mixedHJB 15M,Loss/BDR,8.6900000,0.0861510709
PIRL lineage to mixedHJB 15M,Loss/BDR,8.7100000,0.0896227509
PIRL lineage to mixedHJB 15M,Loss/BDR,8.7300000,0.0895290896
PIRL lineage to mixedHJB 15M,Loss/BDR,8.7500000,0.0988386527
PIRL lineage to mixedHJB 15M,Loss/BDR,8.7700000,0.105476752
PIRL lineage to mixedHJB 15M,Loss/BDR,8.7900000,0.108010265
PIRL lineage to mixedHJB 15M,Loss/BDR,8.8100000,0.0993957534
PIRL lineage to mixedHJB 15M,Loss/BDR,8.8300000,0.112066086
PIRL lineage to mixedHJB 15M,Loss/BDR,8.8500000,0.104034957
PIRL lineage to mixedHJB 15M,Loss/BDR,8.8700000,0.0960839286
PIRL lineage to mixedHJB 15M,Loss/BDR,8.8900000,0.0953697234
PIRL lineage to mixedHJB 15M,Loss/BDR,8.9100000,0.109483354
PIRL lineage to mixedHJB 15M,Loss/BDR,8.9300000,0.104108323
PIRL lineage to mixedHJB 15M,Loss/BDR,8.9500000,0.105364284
PIRL lineage to mixedHJB 15M,Loss/BDR,8.9700000,0.118147418
PIRL lineage to mixedHJB 15M,Loss/BDR,8.9900000,0.110870968
PIRL lineage to mixedHJB 15M,Loss/BDR,9.0100000,0.0975919679
PIRL lineage to mixedHJB 15M,Loss/BDR,9.0300000,0.0917163327
PIRL lineage to mixedHJB 15M,Loss/BDR,9.0500000,0.095605433
PIRL lineage to mixedHJB 15M,Loss/BDR,9.0700000,0.0874747381
PIRL lineage to mixedHJB 15M,Loss/BDR,9.0900000,0.109435698
PIRL lineage to mixedHJB 15M,Loss/BDR,9.1100000,0.11665269
PIRL lineage to mixedHJB 15M,Loss/BDR,9.1300000,0.116584307
PIRL lineage to mixedHJB 15M,Loss/BDR,9.1500000,0.112774129
PIRL lineage to mixedHJB 15M,Loss/BDR,9.1700000,0.118799201
PIRL lineage to mixedHJB 15M,Loss/BDR,9.1900000,0.0987771213
PIRL lineage to mixedHJB 15M,Loss/BDR,9.2100000,0.10746675
PIRL lineage to mixedHJB 15M,Loss/BDR,9.2300000,0.1039759
PIRL lineage to mixedHJB 15M,Loss/BDR,9.2500000,0.104632069
PIRL lineage to mixedHJB 15M,Loss/BDR,9.2700000,0.106216712
PIRL lineage to mixedHJB 15M,Loss/BDR,9.2900000,0.118986599
PIRL lineage to mixedHJB 15M,Loss/BDR,9.3100000,0.107159199
PIRL lineage to mixedHJB 15M,Loss/BDR,9.3300000,0.128638473
PIRL lineage to mixedHJB 15M,Loss/BDR,9.3500000,0.135616867
PIRL lineage to mixedHJB 15M,Loss/BDR,9.3700000,0.117451898
PIRL lineage to mixedHJB 15M,Loss/BDR,9.3900000,0.104318
PIRL lineage to mixedHJB 15M,Loss/BDR,9.4100000,0.102886831
PIRL lineage to mixedHJB 15M,Loss/BDR,9.4300000,0.0906309955
PIRL lineage to mixedHJB 15M,Loss/BDR,9.4500000,0.0874716081
PIRL lineage to mixedHJB 15M,Loss/BDR,9.4700000,0.0915592253
PIRL lineage to mixedHJB 15M,Loss/BDR,9.4900000,0.0921637759
PIRL lineage to mixedHJB 15M,Loss/BDR,9.5100000,0.103059179
PIRL lineage to mixedHJB 15M,Loss/BDR,9.5300000,0.0896461904
PIRL lineage to mixedHJB 15M,Loss/BDR,9.5500000,0.0895881891
PIRL lineage to mixedHJB 15M,Loss/BDR,9.5700000,0.0915422902
PIRL lineage to mixedHJB 15M,Loss/BDR,9.5900000,0.0926613763
PIRL lineage to mixedHJB 15M,Loss/BDR,9.6100000,0.0822995752
PIRL lineage to mixedHJB 15M,Loss/BDR,9.6300000,0.0927231148
PIRL lineage to mixedHJB 15M,Loss/BDR,9.6500000,0.0866040915
PIRL lineage to mixedHJB 15M,Loss/BDR,9.6700000,0.0809516378
PIRL lineage to mixedHJB 15M,Loss/BDR,9.6900000,0.0745686851
PIRL lineage to mixedHJB 15M,Loss/BDR,9.7100000,0.0701582469
PIRL lineage to mixedHJB 15M,Loss/BDR,9.7300000,0.0573508896
PIRL lineage to mixedHJB 15M,Loss/BDR,9.7500000,0.0580561973
PIRL lineage to mixedHJB 15M,Loss/BDR,9.7700000,0.0575132005
PIRL lineage to mixedHJB 15M,Loss/BDR,9.7900000,0.0688040249
PIRL lineage to mixedHJB 15M,Loss/BDR,9.8100000,0.0685865268
PIRL lineage to mixedHJB 15M,Loss/BDR,9.8300000,0.0848751426
PIRL lineage to mixedHJB 15M,Loss/BDR,9.8500000,0.0830768928
PIRL lineage to mixedHJB 15M,Loss/BDR,9.8700000,0.0927874677
PIRL lineage to mixedHJB 15M,Loss/BDR,9.8900000,0.0997036181
PIRL lineage to mixedHJB 15M,Loss/BDR,9.9100000,0.101511955
PIRL lineage to mixedHJB 15M,Loss/BDR,9.9300000,0.0922808126
PIRL lineage to mixedHJB 15M,Loss/BDR,9.9500000,0.0935251698
PIRL lineage to mixedHJB 15M,Loss/BDR,9.9700000,0.0892284289
PIRL lineage to mixedHJB 15M,Loss/BDR,9.9900000,0.0726097837
PIRL lineage to mixedHJB 15M,Loss/BDR,10.0100000,0.066687876
PIRL lineage to mixedHJB 15M,Loss/BDR,10.0300000,0.0673106506
PIRL lineage to mixedHJB 15M,Loss/BDR,10.0500000,0.0827299789
PIRL lineage to mixedHJB 15M,Loss/BDR,10.0700000,0.0916779697
PIRL lineage to mixedHJB 15M,Loss/BDR,10.0900000,0.0918920353
PIRL lineage to mixedHJB 15M,Loss/BDR,10.1100000,0.0959600732
PIRL lineage to mixedHJB 15M,Loss/BDR,10.1300000,0.111170951
PIRL lineage to mixedHJB 15M,Loss/BDR,10.1500000,0.107663858
PIRL lineage to mixedHJB 15M,Loss/BDR,10.1700000,0.133702569
PIRL lineage to mixedHJB 15M,Loss/BDR,10.1900000,0.135072058
PIRL lineage to mixedHJB 15M,Loss/BDR,10.2100000,0.131776176
PIRL lineage to mixedHJB 15M,Loss/BDR,10.2300000,0.120557697
PIRL lineage to mixedHJB 15M,Loss/BDR,10.2500000,0.116309799
PIRL lineage to mixedHJB 15M,Loss/BDR,10.2700000,0.0889257953
PIRL lineage to mixedHJB 15M,Loss/BDR,10.2900000,0.088241978
PIRL lineage to mixedHJB 15M,Loss/BDR,10.3100000,0.0955701843
PIRL lineage to mixedHJB 15M,Loss/BDR,10.3300000,0.0944431126
PIRL lineage to mixedHJB 15M,Loss/BDR,10.3500000,0.106963363
PIRL lineage to mixedHJB 15M,Loss/BDR,10.3700000,0.115378845
PIRL lineage to mixedHJB 15M,Loss/BDR,10.3900000,0.117503947
PIRL lineage to mixedHJB 15M,Loss/BDR,10.4100000,0.101416859
PIRL lineage to mixedHJB 15M,Loss/BDR,10.4300000,0.1076694
PIRL lineage to mixedHJB 15M,Loss/BDR,10.4500000,0.0997184217
PIRL lineage to mixedHJB 15M,Loss/BDR,10.4700000,0.102798739
PIRL lineage to mixedHJB 15M,Loss/BDR,10.4900000,0.113851894
PIRL lineage to mixedHJB 15M,Loss/BDR,10.5100000,0.116776939
PIRL lineage to mixedHJB 15M,Loss/BDR,10.5300000,0.115043876
PIRL lineage to mixedHJB 15M,Loss/BDR,10.5500000,0.118214841
PIRL lineage to mixedHJB 15M,Loss/BDR,10.5700000,0.103880067
PIRL lineage to mixedHJB 15M,Loss/BDR,10.5900000,0.0946567088
PIRL lineage to mixedHJB 15M,Loss/BDR,10.6100000,0.101321988
PIRL lineage to mixedHJB 15M,Loss/BDR,10.6300000,0.111672536
PIRL lineage to mixedHJB 15M,Loss/BDR,10.6500000,0.108501902
PIRL lineage to mixedHJB 15M,Loss/BDR,10.6700000,0.109872529
PIRL lineage to mixedHJB 15M,Loss/BDR,10.6900000,0.112452938
PIRL lineage to mixedHJB 15M,Loss/BDR,10.7100000,0.119688553
PIRL lineage to mixedHJB 15M,Loss/BDR,10.7300000,0.110110992
PIRL lineage to mixedHJB 15M,Loss/BDR,10.7500000,0.098651994
PIRL lineage to mixedHJB 15M,Loss/BDR,10.7700000,0.10441219
PIRL lineage to mixedHJB 15M,Loss/BDR,10.7900000,0.0899206452
PIRL lineage to mixedHJB 15M,Loss/BDR,10.8100000,0.0949739449
PIRL lineage to mixedHJB 15M,Loss/BDR,10.8300000,0.0903196461
PIRL lineage to mixedHJB 15M,Loss/BDR,10.8500000,0.09318946
PIRL lineage to mixedHJB 15M,Loss/BDR,10.8700000,0.094087106
PIRL lineage to mixedHJB 15M,Loss/BDR,10.8900000,0.099421896
PIRL lineage to mixedHJB 15M,Loss/BDR,10.9100000,0.0878001019
PIRL lineage to mixedHJB 15M,Loss/BDR,10.9300000,0.0887829795
PIRL lineage to mixedHJB 15M,Loss/BDR,10.9500000,0.100416888
PIRL lineage to mixedHJB 15M,Loss/BDR,10.9700000,0.109856646
PIRL lineage to mixedHJB 15M,Loss/BDR,10.9900000,0.102051453
PIRL lineage to mixedHJB 15M,Loss/BDR,11.0100000,0.104569355
PIRL lineage to mixedHJB 15M,Loss/BDR,11.0300000,0.105735198
PIRL lineage to mixedHJB 15M,Loss/BDR,11.0500000,0.0931527831
PIRL lineage to mixedHJB 15M,Loss/BDR,11.0700000,0.0838600434
PIRL lineage to mixedHJB 15M,Loss/BDR,11.0900000,0.086867471
PIRL lineage to mixedHJB 15M,Loss/BDR,11.1100000,0.0828789458
PIRL lineage to mixedHJB 15M,Loss/BDR,11.1300000,0.0750425167
PIRL lineage to mixedHJB 15M,Loss/BDR,11.1500000,0.093580953
PIRL lineage to mixedHJB 15M,Loss/BDR,11.1700000,0.0811113521
PIRL lineage to mixedHJB 15M,Loss/BDR,11.1900000,0.0929404899
PIRL lineage to mixedHJB 15M,Loss/BDR,11.2100000,0.0930170044
PIRL lineage to mixedHJB 15M,Loss/BDR,11.2300000,0.107633679
PIRL lineage to mixedHJB 15M,Loss/BDR,11.2500000,0.0908277772
PIRL lineage to mixedHJB 15M,Loss/BDR,11.2700000,0.104525004
PIRL lineage to mixedHJB 15M,Loss/BDR,11.2900000,0.0969123185
PIRL lineage to mixedHJB 15M,Loss/BDR,11.3100000,0.0912163302
PIRL lineage to mixedHJB 15M,Loss/BDR,11.3300000,0.0809314728
PIRL lineage to mixedHJB 15M,Loss/BDR,11.3500000,0.077157741
PIRL lineage to mixedHJB 15M,Loss/BDR,11.3700000,0.0628402375
PIRL lineage to mixedHJB 15M,Loss/BDR,11.3900000,0.0652736939
PIRL lineage to mixedHJB 15M,Loss/BDR,11.4100000,0.0726443924
PIRL lineage to mixedHJB 15M,Loss/BDR,11.4300000,0.0746232949
PIRL lineage to mixedHJB 15M,Loss/BDR,11.4500000,0.0828306273
PIRL lineage to mixedHJB 15M,Loss/BDR,11.4700000,0.09315373
PIRL lineage to mixedHJB 15M,Loss/BDR,11.4900000,0.0881703958
PIRL lineage to mixedHJB 15M,Loss/BDR,11.5100000,0.0875327244
PIRL lineage to mixedHJB 15M,Loss/BDR,11.5300000,0.0809436299
PIRL lineage to mixedHJB 15M,Loss/BDR,11.5500000,0.0760638274
PIRL lineage to mixedHJB 15M,Loss/BDR,11.5700000,0.0712334551
PIRL lineage to mixedHJB 15M,Loss/BDR,11.5900000,0.0681944139
PIRL lineage to mixedHJB 15M,Loss/BDR,11.6100000,0.0764192663
PIRL lineage to mixedHJB 15M,Loss/BDR,11.6300000,0.0884607986
PIRL lineage to mixedHJB 15M,Loss/BDR,11.6500000,0.0928358063
PIRL lineage to mixedHJB 15M,Loss/BDR,11.6700000,0.105420005
PIRL lineage to mixedHJB 15M,Loss/BDR,11.6900000,0.116329224
PIRL lineage to mixedHJB 15M,Loss/BDR,11.7100000,0.111889373
PIRL lineage to mixedHJB 15M,Loss/BDR,11.7300000,0.105272277
PIRL lineage to mixedHJB 15M,Loss/BDR,11.7500000,0.107160412
PIRL lineage to mixedHJB 15M,Loss/BDR,11.7700000,0.0947590694
PIRL lineage to mixedHJB 15M,Loss/BDR,11.7900000,0.0921088055
PIRL lineage to mixedHJB 15M,Loss/BDR,11.8100000,0.100214304
PIRL lineage to mixedHJB 15M,Loss/BDR,11.8300000,0.106108305
PIRL lineage to mixedHJB 15M,Loss/BDR,11.8500000,0.0970377564
PIRL lineage to mixedHJB 15M,Loss/BDR,11.8700000,0.0999570623
PIRL lineage to mixedHJB 15M,Loss/BDR,11.8900000,0.113488515
PIRL lineage to mixedHJB 15M,Loss/BDR,11.9100000,0.0961897612
PIRL lineage to mixedHJB 15M,Loss/BDR,11.9300000,0.0947203264
PIRL lineage to mixedHJB 15M,Loss/BDR,11.9500000,0.109614781
PIRL lineage to mixedHJB 15M,Loss/BDR,11.9700000,0.0998942688
PIRL lineage to mixedHJB 15M,Loss/BDR,11.9900000,0.086196588
PIRL lineage to mixedHJB 15M,Loss/BDR,12.0100000,0.0873989388
PIRL lineage to mixedHJB 15M,Loss/BDR,12.0300000,0.0871391997
PIRL lineage to mixedHJB 15M,Loss/BDR,12.0500000,0.0861548319
PIRL lineage to mixedHJB 15M,Loss/BDR,12.0700000,0.0983267426
PIRL lineage to mixedHJB 15M,Loss/BDR,12.0900000,0.0975312397
PIRL lineage to mixedHJB 15M,Loss/BDR,12.1100000,0.101496905
PIRL lineage to mixedHJB 15M,Loss/BDR,12.1300000,0.107547489
PIRL lineage to mixedHJB 15M,Loss/BDR,12.1500000,0.105431215
PIRL lineage to mixedHJB 15M,Loss/BDR,12.1700000,0.103127661
PIRL lineage to mixedHJB 15M,Loss/BDR,12.1900000,0.101364623
PIRL lineage to mixedHJB 15M,Loss/BDR,12.2100000,0.0958194286
