curve,tag,updates_million,value
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.1900000,0.373999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.2100000,0.363999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.2300000,0.375999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.2500000,0.355999994
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.2700000,0.381999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.2900000,0.377999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.3100000,0.381999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.3300000,0.352000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.3500000,0.368000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.3700000,0.369999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.3900000,0.369999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.4100000,0.369999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.4300000,0.403999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.4500000,0.4
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.4700000,0.408000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.4900000,0.418000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.5100000,0.407999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.5300000,0.388
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.5500000,0.383999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.5700000,0.357999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.5900000,0.334000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.6100000,0.344000006
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.6300000,0.358000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.6500000,0.354000008
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.6700000,0.370000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.6900000,0.390000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.7100000,0.394
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.7300000,0.392000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.7500000,0.412
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.7700000,0.424000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.7900000,0.416000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.8100000,0.410000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.8300000,0.401999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.8500000,0.399999994
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.8700000,0.379999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.8900000,0.38599999
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.9100000,0.387999994
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.9300000,0.373999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.9500000,0.359999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.9700000,0.359999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,3.9900000,0.362
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.0100000,0.357999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.0300000,0.386000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.0500000,0.390000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.0700000,0.384000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.0900000,0.372000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.1100000,0.372000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.1300000,0.344
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.1500000,0.347999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.1700000,0.383999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.1900000,0.389999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.2100000,0.406
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.2300000,0.414000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.2500000,0.420000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.2700000,0.386000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.2900000,0.389999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.3100000,0.367999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.3300000,0.369999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.3500000,0.375999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.3700000,0.371999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.3900000,0.366000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.4100000,0.376000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.4300000,0.384000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.4500000,0.378000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.4700000,0.401999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.4900000,0.411999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.5100000,0.383999991
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.5300000,0.369999993
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.5500000,0.353999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.5700000,0.331999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.5900000,0.316000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.6100000,0.332000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.6300000,0.336000007
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.6500000,0.362000006
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.6700000,0.370000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.6900000,0.368000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.7100000,0.372000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.7300000,0.374000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.7500000,0.352000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.7700000,0.356000006
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.7900000,0.356000006
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.8100000,0.358000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.8300000,0.354000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.8500000,0.351999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.8700000,0.353999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.8900000,0.353999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.9100000,0.341999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.9300000,0.347999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.9500000,0.347999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.9700000,0.341999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,4.9900000,0.347999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.0100000,0.107999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.0300000,0.129999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.0500000,0.141999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.0700000,0.156
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.0900000,0.15
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.1100000,0.156
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.1300000,0.138000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.1500000,0.142
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.1700000,0.148
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.1900000,0.156000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.2100000,0.154000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.2300000,0.175999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.2500000,0.166
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.2700000,0.169999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.2900000,0.183999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.3100000,0.206
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.3300000,0.200000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.3500000,0.224000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.3700000,0.226000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.3900000,0.212000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.4100000,0.198000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.4300000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.4500000,0.169999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.4700000,0.15
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.4900000,0.144
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.5100000,0.131999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.5300000,0.131999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.5500000,0.135999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.5700000,0.144
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.5900000,0.167999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.6100000,0.163999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.6300000,0.167999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.6500000,0.17
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.6700000,0.177999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.6900000,0.167999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.7100000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.7300000,0.175999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.7500000,0.184
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.7700000,0.186000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.7900000,0.172000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.8100000,0.176000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.8300000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.8500000,0.157999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.8700000,0.151999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.8900000,0.169999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.9100000,0.162
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.9300000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.9500000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.9700000,0.156
PIRL lineage to mixedHJB 15M,RL/Average Reward,5.9900000,0.135999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.0100000,0.145999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.0300000,0.141999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.0500000,0.15
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.0700000,0.159999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.0900000,0.180000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.1100000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.1300000,0.173999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.1500000,0.17
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.1700000,0.180000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.1900000,0.160000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.2100000,0.166000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.2300000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.2500000,0.184
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.2700000,0.184
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.2900000,0.186000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.3100000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.3300000,0.182000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.3500000,0.172000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.3700000,0.172000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.3900000,0.184000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.4100000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.4300000,0.174000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.4500000,0.190000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.4700000,0.186000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.4900000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.5100000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.5300000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.5500000,0.154000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.5700000,0.156000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.5900000,0.174000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.6100000,0.170000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.6300000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.6500000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.6700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.6900000,0.189999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.7100000,0.199999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.7300000,0.201999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.7500000,0.180000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.7700000,0.196000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.7900000,0.200000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.8100000,0.198000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.8300000,0.198000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.8500000,0.190000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.8700000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.8900000,0.164000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.9100000,0.154000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.9300000,0.148000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.9500000,0.164000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.9700000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,6.9900000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.0100000,0.199999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.0300000,0.211999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.0500000,0.197999994
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.0700000,0.183999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.0900000,0.185999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.1100000,0.179999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.1300000,0.165999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.1500000,0.165999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.1700000,0.151999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.1900000,0.139999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.2100000,0.129999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.2300000,0.127999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.2500000,0.143999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.2700000,0.153999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.2900000,0.172
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.3100000,0.170000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.3300000,0.184000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.3500000,0.186000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.3700000,0.198000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.3900000,0.206
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.4100000,0.207999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.4300000,0.201999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.4500000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.4700000,0.175999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.4900000,0.158000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.5100000,0.162000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.5300000,0.174000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.5500000,0.192000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.5700000,0.188000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.5900000,0.192000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.6100000,0.194000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.6300000,0.192000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.6500000,0.2
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.6700000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.6900000,0.207999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.7100000,0.201999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.7300000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.7500000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.7700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.7900000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.8100000,0.2
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.8300000,0.211999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.8500000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.8700000,0.205999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.8900000,0.189999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.9100000,0.171999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.9300000,0.167999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.9500000,0.175999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.9700000,0.172
PIRL lineage to mixedHJB 15M,RL/Average Reward,7.9900000,0.180000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.0100000,0.184000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.0300000,0.180000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.0500000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.0700000,0.186000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.0900000,0.186000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.1100000,0.202000004
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.1300000,0.192000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.1500000,0.198000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.1700000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.1900000,0.186000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.2100000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.2300000,0.184
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.2500000,0.169999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.2700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.2900000,0.185999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.3100000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.3300000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.3500000,0.188000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.3700000,0.188000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.3900000,0.184000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.4100000,0.204000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.4300000,0.190000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.4500000,0.185999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.4700000,0.183999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.4900000,0.187999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.5100000,0.181999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.5300000,0.185999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.5500000,0.187999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.5700000,0.187999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.5900000,0.179999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.6100000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.6300000,0.206
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.6500000,0.216
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.6700000,0.206
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.6900000,0.208000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.7100000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.7300000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.7500000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.7700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.7900000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.8100000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.8300000,0.207999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.8500000,0.211999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.8700000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.8900000,0.216
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.9100000,0.202000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.9300000,0.202000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.9500000,0.200000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.9700000,0.210000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,8.9900000,0.207999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.0100000,0.237999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.0300000,0.229999995
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.0500000,0.225999996
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.0700000,0.213999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.0900000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.1100000,0.168000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.1300000,0.154000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.1500000,0.154000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.1700000,0.178000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.1900000,0.178000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.2100000,0.194000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.2300000,0.194000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.2500000,0.188000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.2700000,0.159999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.2900000,0.155999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.3100000,0.142
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.3300000,0.156
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.3500000,0.145999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.3700000,0.164
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.3900000,0.176000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.4100000,0.188000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.4300000,0.190000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.4500000,0.200000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.4700000,0.188000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.4900000,0.194000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.5100000,0.194000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.5300000,0.180000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.5500000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.5700000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.5900000,0.194
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.6100000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.6300000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.6500000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.6700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.6900000,0.167999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.7100000,0.167999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.7300000,0.190000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.7500000,0.202000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.7700000,0.200000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.7900000,0.220000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.8100000,0.222000006
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.8300000,0.214000005
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.8500000,0.206000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.8700000,0.220000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.8900000,0.212
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.9100000,0.203999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.9300000,0.185999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.9500000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.9700000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,9.9900000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.0100000,0.172000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.0300000,0.172000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.0500000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.0700000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.0900000,0.178
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.1100000,0.170000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.1300000,0.176000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.1500000,0.182000002
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.1700000,0.180000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.1900000,0.191999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.2100000,0.188
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.2300000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.2500000,0.181999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.2700000,0.174000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.2900000,0.178000003
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.3100000,0.196000001
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.3300000,0.197999999
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.3500000,0.201999998
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.3700000,0.211999997
PIRL lineage to mixedHJB 15M,RL/Average Reward,10.3900000,0.197999996
